Churn,SeniorCitizen,Partner,Dependents,tenure,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,Contract,PaymentMethod,Monthly,Total,Cuentas_Diarias
No,0,Yes,No,6,DSL,No,No,No,No,Month-to-month,Mailed check,45.65,323.45,1.522
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),25.7,251.6,0.857
No,0,Yes,Yes,67,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.8,1411.9,0.693
No,0,No,No,70,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),79.6,5589.45,2.653
No,0,No,Yes,48,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.95,936.7,0.665
Yes,0,No,No,16,Fiber optic,No,Yes,Yes,No,Month-to-month,Credit card (automatic),93.2,1573.7,3.107
No,0,No,No,13,Fiber optic,No,No,No,No,Month-to-month,Mailed check,70.15,886.7,2.338
Yes,0,No,No,5,Fiber optic,No,No,No,No,Month-to-month,Electronic check,80.6,415.55,2.687
No,0,Yes,Yes,72,Fiber optic,Yes,No,No,No,Two year,Bank transfer (automatic),79.05,5730.7,2.635
No,0,Yes,No,72,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,110.15,7998.8,3.672
No,0,No,No,24,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),79.85,2001.0,2.662
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,45.3,45.3,1.51
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),118.75,8672.45,3.958
No,0,Yes,No,68,Fiber optic,Yes,Yes,No,No,Two year,Bank transfer (automatic),84.7,5711.05,2.823
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),74.9,147.15,2.497
No,0,No,Yes,62,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,104.05,6590.5,3.468
No,0,Yes,Yes,41,DSL,Yes,No,No,Yes,One year,Credit card (automatic),74.7,3187.65,2.49
No,1,Yes,Yes,46,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Electronic check,110.2,4972.1,3.673
Yes,1,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,76.05,231.8,2.535
No,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,89.25,89.25,2.975
No,0,Yes,Yes,71,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,91.25,6589.6,3.042
Yes,1,Yes,No,2,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),50.15,115.1,1.672
Yes,1,No,No,2,DSL,Yes,Yes,No,No,Month-to-month,Mailed check,54.85,104.2,1.828
No,0,No,No,60,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),70.15,4224.7,2.338
No,0,No,No,40,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.9,3369.05,2.83
No,0,Yes,Yes,27,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Electronic check,100.75,2793.55,3.358
Yes,0,No,No,3,DSL,No,No,No,No,Month-to-month,Electronic check,43.3,123.65,1.443
No,0,Yes,No,1,DSL,No,Yes,No,No,Month-to-month,Electronic check,29.85,29.85,0.995
Yes,0,Yes,Yes,6,DSL,No,No,No,No,Month-to-month,Bank transfer (automatic),44.6,260.8,1.487
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,46.3,46.3,1.543
No,1,No,No,34,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),69.15,2275.1,2.305
Yes,0,No,Yes,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.6,79.6,2.653
No,0,Yes,Yes,32,DSL,No,No,Yes,No,Month-to-month,Credit card (automatic),50.6,1653.45,1.687
Yes,0,No,No,1,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,75.8,75.8,2.527
No,0,No,No,27,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.25,538.2,0.675
No,0,No,No,12,Fiber optic,Yes,No,No,No,One year,Credit card (automatic),85.15,979.05,2.838
No,0,No,No,65,DSL,Yes,Yes,No,Yes,Two year,Mailed check,59.6,3739.8,1.987
Yes,0,Yes,No,2,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,76.4,151.8,2.547
Yes,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),106.15,4512.7,3.538
No,0,Yes,Yes,62,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),48.7,3008.55,1.623
No,0,No,No,48,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),24.0,1183.05,0.8
No,0,Yes,Yes,35,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,686.95,0.653
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.55,19.55,0.652
No,0,Yes,No,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.6,1416.5,0.653
No,0,Yes,Yes,72,Fiber optic,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),110.45,8058.85,3.682
Yes,0,No,Yes,12,Fiber optic,No,No,No,No,Month-to-month,Credit card (automatic),73.75,871.4,2.458
No,0,No,No,31,DSL,Yes,Yes,No,Yes,Two year,Bank transfer (automatic),49.85,1520.1,1.662
No,0,Yes,No,45,DSL,No,No,Yes,No,Month-to-month,Credit card (automatic),50.25,2221.55,1.675
No,0,No,No,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1468.75,0.66
No,0,Yes,Yes,45,Fiber optic,No,Yes,Yes,No,One year,Credit card (automatic),95.0,4368.85,3.167
No,0,No,Yes,62,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,24.4,1413.0,0.813
No,0,No,No,17,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.55,280.85,0.652
No,0,No,No,54,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),87.1,4735.2,2.903
No,0,No,No,15,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,26.35,378.6,0.878
No,0,Yes,Yes,22,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),75.0,1573.95,2.5
Yes,0,No,No,12,Fiber optic,No,No,No,No,Month-to-month,Electronic check,84.45,1059.55,2.815
Yes,0,Yes,Yes,49,DSL,No,Yes,No,No,One year,Bank transfer (automatic),51.8,2541.25,1.727
Yes,0,Yes,No,2,DSL,No,No,No,No,Month-to-month,Electronic check,44.6,97.1,1.487
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.45,19.45,0.648
Yes,0,Yes,Yes,24,DSL,Yes,No,No,No,Month-to-month,Electronic check,54.75,1338.15,1.825
No,0,Yes,No,53,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),74.1,3833.95,2.47
No,0,Yes,No,42,Fiber optic,No,No,Yes,Yes,Month-to-month,Credit card (automatic),85.9,3729.75,2.863
No,1,Yes,No,56,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),85.65,4824.45,2.855
No,0,No,No,28,DSL,No,No,No,Yes,Month-to-month,Credit card (automatic),30.1,810.85,1.003
No,0,No,Yes,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.7,111.65,0.657
Yes,0,No,Yes,1,DSL,No,No,No,Yes,Month-to-month,Mailed check,49.9,49.9,1.663
Yes,0,No,No,11,Fiber optic,No,No,No,No,Month-to-month,Electronic check,76.5,837.95,2.55
Yes,0,Yes,No,37,Fiber optic,No,No,Yes,No,Month-to-month,Credit card (automatic),78.95,2839.65,2.632
No,1,Yes,No,56,Fiber optic,Yes,Yes,Yes,Yes,One year,Electronic check,95.65,5471.75,3.188
No,0,No,No,7,DSL,Yes,No,No,No,One year,Electronic check,59.1,369.25,1.97
Yes,1,No,No,66,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),110.9,7432.05,3.697
No,0,Yes,Yes,25,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.05,520.1,0.668
No,0,Yes,No,57,DSL,Yes,Yes,No,Yes,Two year,Electronic check,59.75,3450.15,1.992
No,0,Yes,Yes,47,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.05,1016.7,0.668
No,0,No,Yes,8,DSL,Yes,No,No,No,Month-to-month,Electronic check,38.5,330.8,1.283
No,1,No,No,12,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),29.35,381.2,0.978
No,0,Yes,Yes,58,DSL,No,No,No,No,One year,Mailed check,44.1,2413.05,1.47
No,0,No,No,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.9,33.7,0.663
Yes,0,No,No,7,Fiber optic,No,No,No,No,Month-to-month,Electronic check,79.0,522.95,2.633
No,0,No,No,52,DSL,Yes,No,No,Yes,Two year,Credit card (automatic),79.75,4217.8,2.658
No,0,Yes,Yes,70,DSL,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),79.25,5731.85,2.642
Yes,0,No,No,22,DSL,Yes,No,No,No,Month-to-month,Credit card (automatic),48.8,1054.6,1.627
Yes,1,Yes,Yes,46,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Electronic check,100.7,4541.2,3.357
No,0,No,Yes,39,Fiber optic,No,No,No,Yes,Two year,Mailed check,100.55,3895.35,3.352
No,0,Yes,Yes,63,No,No internet service,No internet service,No internet service,No internet service,Two year,Electronic check,19.35,1263.85,0.645
No,0,Yes,Yes,54,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.35,1092.35,0.678
No,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.5,226.8,0.65
No,0,Yes,No,71,DSL,Yes,Yes,Yes,Yes,Two year,Mailed check,80.1,5585.4,2.67
No,0,Yes,No,43,Fiber optic,Yes,No,Yes,Yes,One year,Bank transfer (automatic),84.25,3539.25,2.808
Yes,1,No,No,38,DSL,No,Yes,Yes,Yes,One year,Credit card (automatic),70.15,2497.35,2.338
No,1,Yes,No,21,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),86.55,1857.25,2.885
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.2,69.2,2.307
No,0,No,No,19,Fiber optic,No,No,No,Yes,One year,Credit card (automatic),87.7,1725.95,2.923
No,0,Yes,No,59,Fiber optic,Yes,Yes,Yes,Yes,Two year,Electronic check,113.75,6561.25,3.792
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,44.15,44.15,1.472
No,0,Yes,No,72,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),103.95,7556.9,3.465
No,0,No,Yes,29,Fiber optic,No,Yes,Yes,Yes,One year,Credit card (automatic),100.55,2830.45,3.352
No,0,Yes,Yes,36,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),40.65,1547.35,1.355
Yes,0,No,No,1,Fiber optic,No,No,No,No,Month-to-month,Electronic check,69.6,69.6,2.32
No,0,No,No,10,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.35,176.3,0.678
Yes,0,No,No,39,Fiber optic,No,No,Yes,Yes,Two year,Electronic check,80.45,3201.55,2.682
No,1,Yes,No,17,Fiber optic,No,No,No,No,Month-to-month,Electronic check,92.55,1614.7,3.085
No,0,Yes,Yes,12,DSL,No,No,No,No,Month-to-month,Mailed check,56.3,628.65,1.877
No,0,Yes,No,58,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),61.05,3478.75,2.035
No,0,Yes,No,57,DSL,Yes,No,No,Yes,Month-to-month,Electronic check,55.7,3171.6,1.857
No,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),20.15,1337.5,0.672
No,0,No,No,23,DSL,Yes,No,Yes,No,One year,Electronic check,78.55,1843.05,2.618
No,0,No,No,33,Fiber optic,No,Yes,No,Yes,One year,Bank transfer (automatic),79.95,2684.85,2.665
Yes,1,No,No,3,DSL,No,No,No,No,Month-to-month,Electronic check,45.0,127.1,1.5
No,0,Yes,Yes,8,No,No internet service,No internet service,No internet service,No internet service,One year,Credit card (automatic),19.9,153.95,0.663
No,0,Yes,Yes,34,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,89.85,3091.75,2.995
Yes,0,Yes,Yes,14,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,65.45,937.6,2.182
No,0,Yes,Yes,72,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.3,1643.25,0.81
No,0,Yes,No,71,DSL,Yes,No,No,Yes,Two year,Bank transfer (automatic),54.5,3778.2,1.817
No,0,Yes,Yes,64,DSL,Yes,No,Yes,No,One year,Credit card (automatic),73.05,4688.65,2.435
No,0,Yes,Yes,53,DSL,No,Yes,No,Yes,Month-to-month,Credit card (automatic),65.0,3363.8,2.167
No,0,Yes,No,68,Fiber optic,No,No,Yes,No,Two year,Bank transfer (automatic),89.95,5974.3,2.998
Yes,0,Yes,Yes,5,Fiber optic,No,Yes,No,No,Month-to-month,Electronic check,80.15,385.0,2.672
No,1,No,No,52,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),72.95,3829.75,2.432
Yes,0,Yes,No,67,Fiber optic,No,Yes,Yes,No,One year,Electronic check,104.1,7040.85,3.47
No,0,No,No,68,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),20.5,1424.9,0.683
No,0,Yes,Yes,49,DSL,No,Yes,Yes,No,One year,Credit card (automatic),78.0,3824.2,2.6
No,0,Yes,Yes,37,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),19.8,726.1,0.66
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.0,20.0,0.667
Yes,0,No,No,23,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,81.0,1917.1,2.7
No,0,No,No,11,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.45,237.3,0.682
No,0,No,No,70,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.7,1341.5,0.657
No,0,No,No,40,DSL,Yes,Yes,No,Yes,Month-to-month,Mailed check,61.9,2647.1,2.063
No,0,Yes,Yes,69,Fiber optic,No,Yes,No,Yes,Two year,Bank transfer (automatic),93.3,6398.05,3.11
No,0,Yes,Yes,71,No,No internet service,No internet service,No internet service,No internet service,Two year,Bank transfer (automatic),24.7,1810.55,0.823
No,0,Yes,Yes,61,DSL,Yes,Yes,Yes,Yes,One year,Bank transfer (automatic),84.9,5264.5,2.83
No,0,No,No,26,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),100.5,2599.95,3.35
Yes,0,Yes,Yes,48,Fiber optic,No,No,No,No,One year,Mailed check,82.05,4029.95,2.735
No,0,Yes,Yes,60,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.55,1205.05,0.685
No,0,Yes,No,15,Fiber optic,No,No,No,No,Month-to-month,Bank transfer (automatic),68.6,1108.6,2.287
No,0,Yes,No,69,Fiber optic,Yes,Yes,No,Yes,One year,Credit card (automatic),106.4,7251.9,3.547
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.65,19.65,0.655
Yes,0,Yes,No,59,DSL,No,Yes,No,No,Month-to-month,Bank transfer (automatic),41.05,2452.7,1.368
No,0,Yes,Yes,54,Fiber optic,No,Yes,No,Yes,One year,Electronic check,105.2,5637.85,3.507
No,0,Yes,Yes,72,DSL,Yes,No,Yes,Yes,Two year,Bank transfer (automatic),60.95,4549.05,2.032
No,0,No,No,9,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),19.5,150.35,0.65
No,0,Yes,Yes,2,DSL,No,No,No,No,Month-to-month,Electronic check,44.5,90.05,1.483
No,0,Yes,Yes,66,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,19.75,1344.5,0.658
No,0,Yes,Yes,72,Fiber optic,No,Yes,Yes,Yes,Two year,Bank transfer (automatic),98.65,7129.45,3.288
Yes,0,No,No,43,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,75.2,3198.6,2.507
No,1,No,No,57,DSL,No,Yes,Yes,No,Month-to-month,Electronic check,55.0,3094.05,1.833
Yes,0,Yes,Yes,1,DSL,No,No,No,Yes,Month-to-month,Electronic check,40.1,40.1,1.337
Yes,0,Yes,Yes,32,Fiber optic,No,No,Yes,No,Month-to-month,Bank transfer (automatic),91.05,2954.5,3.035
No,1,Yes,No,55,Fiber optic,No,Yes,Yes,Yes,Two year,Electronic check,113.6,6292.7,3.787
No,0,Yes,No,51,DSL,No,Yes,No,No,Month-to-month,Credit card (automatic),30.05,1529.45,1.002
No,0,Yes,Yes,6,DSL,No,No,No,Yes,Month-to-month,Mailed check,48.8,297.35,1.627
Yes,0,Yes,Yes,8,DSL,No,No,Yes,No,Month-to-month,Electronic check,51.05,415.05,1.702
No,0,No,No,28,DSL,No,No,Yes,Yes,Month-to-month,Mailed check,35.75,961.4,1.192
No,0,Yes,Yes,16,DSL,Yes,Yes,No,No,One year,Mailed check,55.85,857.8,1.862
No,1,No,Yes,30,Fiber optic,No,No,No,Yes,Month-to-month,Electronic check,101.3,2974.5,3.377
No,0,No,No,12,DSL,No,Yes,Yes,Yes,One year,Electronic check,60.65,743.3,2.022
Yes,0,No,No,60,Fiber optic,No,Yes,Yes,No,Month-to-month,Electronic check,105.9,6396.45,3.53
No,0,No,No,55,DSL,No,Yes,No,Yes,One year,Electronic check,64.2,3627.3,2.14
No,0,No,No,1,DSL,No,No,No,No,Month-to-month,Mailed check,45.35,45.35,1.512
No,0,Yes,Yes,34,DSL,No,No,No,Yes,Two year,Electronic check,40.55,1325.85,1.352
Yes,0,No,No,15,DSL,No,No,No,Yes,Month-to-month,Electronic check,29.7,438.25,0.99
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,80.65,144.15,2.688
No,0,Yes,Yes,6,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,19.7,94.45,0.657
Yes,0,Yes,No,66,Fiber optic,Yes,No,Yes,No,Two year,Credit card (automatic),106.05,6981.35,3.535
No,0,No,Yes,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.85,60.65,0.695
No,0,Yes,Yes,72,Fiber optic,Yes,Yes,No,No,Two year,Electronic check,95.1,6843.15,3.17
No,0,No,No,10,DSL,No,No,No,Yes,Month-to-month,Mailed check,60.95,629.55,2.032
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,50.45,50.45,1.682
No,0,Yes,Yes,47,DSL,No,Yes,No,Yes,Two year,Bank transfer (automatic),63.8,3007.25,2.127
No,0,No,No,22,DSL,No,No,Yes,Yes,Two year,Bank transfer (automatic),56.75,1304.85,1.892
Yes,0,No,No,31,Fiber optic,No,Yes,Yes,No,One year,Electronic check,103.45,3066.45,3.448
No,0,Yes,Yes,39,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),81.5,3107.3,2.717
Yes,1,Yes,No,30,DSL,No,Yes,No,No,Month-to-month,Bank transfer (automatic),50.4,1527.5,1.68
No,0,Yes,Yes,12,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.1,232.4,0.67
Yes,1,Yes,No,10,Fiber optic,No,No,No,No,Month-to-month,Electronic check,86.65,856.65,2.888
No,1,Yes,No,45,DSL,Yes,No,Yes,Yes,Two year,Credit card (automatic),75.15,3480.35,2.505
Yes,0,Yes,No,18,Fiber optic,Yes,No,No,No,Month-to-month,Electronic check,99.4,1742.95,3.313
No,0,Yes,Yes,70,DSL,No,Yes,Yes,Yes,One year,Electronic check,60.35,4138.7,2.012
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),65.2,4784.45,2.173
Yes,0,No,No,12,Fiber optic,Yes,Yes,Yes,No,Month-to-month,Bank transfer (automatic),99.7,1238.45,3.323
No,0,Yes,Yes,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,19.3,54.7,0.643
Yes,0,No,No,4,Fiber optic,No,Yes,No,No,Month-to-month,Bank transfer (automatic),77.95,305.55,2.598
No,0,No,No,6,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.15,130.5,0.672
No,1,Yes,No,61,Fiber optic,Yes,Yes,Yes,Yes,Month-to-month,Credit card (automatic),94.2,5895.45,3.14
No,1,Yes,No,42,Fiber optic,Yes,No,Yes,No,One year,Bank transfer (automatic),105.2,4599.15,3.507
No,0,No,No,1,DSL,Yes,No,No,No,Month-to-month,Mailed check,50.75,50.75,1.692
No,0,No,No,45,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),42.3,1840.75,1.41
No,0,No,No,8,DSL,Yes,No,No,Yes,Month-to-month,Bank transfer (automatic),66.05,574.5,2.202
No,0,No,No,14,DSL,No,No,No,Yes,Month-to-month,Electronic check,69.65,921.4,2.322
No,0,No,No,18,DSL,Yes,No,Yes,Yes,Month-to-month,Electronic check,68.35,1299.8,2.278
No,0,No,No,43,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),25.7,1188.2,0.857
No,0,Yes,No,27,DSL,Yes,No,No,No,One year,Credit card (automatic),48.7,1421.75,1.623
No,0,No,No,18,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.15,1345.75,2.472
Yes,0,Yes,No,5,DSL,No,No,No,No,Month-to-month,Electronic check,24.95,100.4,0.832
No,0,Yes,Yes,52,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Bank transfer (automatic),84.05,4326.8,2.802
No,0,Yes,No,3,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.0,49.65,0.667
No,0,No,No,23,DSL,No,No,Yes,No,Month-to-month,Credit card (automatic),49.7,1081.25,1.657
Yes,0,Yes,Yes,17,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,24.1,409.9,0.803
No,0,Yes,No,20,No,No internet service,No internet service,No internet service,No internet service,One year,Mailed check,20.35,393.15,0.678
No,1,No,No,31,Fiber optic,No,No,Yes,Yes,Month-to-month,Bank transfer (automatic),96.6,2877.95,3.22
No,0,Yes,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.3,20.3,0.677
No,0,No,No,35,No,No internet service,No internet service,No internet service,No internet service,Two year,Mailed check,20.2,684.4,0.673
No,0,Yes,Yes,6,DSL,No,Yes,Yes,Yes,Two year,Mailed check,40.55,217.5,1.352
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,75.55,166.3,2.518
No,0,No,No,14,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),20.4,275.7,0.68
No,0,No,No,63,Fiber optic,No,Yes,No,No,One year,Credit card (automatic),90.45,5825.5,3.015
No,0,Yes,No,68,Fiber optic,Yes,Yes,No,Yes,Month-to-month,Electronic check,107.7,7320.9,3.59
No,0,No,No,3,Fiber optic,No,No,No,No,Month-to-month,Electronic check,74.5,217.45,2.483
No,0,No,No,58,Fiber optic,No,No,No,Yes,Month-to-month,Bank transfer (automatic),80.65,4807.35,2.688
Yes,0,No,No,19,Fiber optic,Yes,No,Yes,Yes,Month-to-month,Electronic check,106.6,1934.45,3.553
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,45.8,45.8,1.527
No,1,Yes,Yes,24,Fiber optic,No,No,Yes,No,Two year,Electronic check,96.55,2263.45,3.218
Yes,0,No,No,18,Fiber optic,No,No,No,No,Month-to-month,Electronic check,85.2,1553.9,2.84
No,0,Yes,Yes,51,DSL,Yes,No,No,Yes,One year,Bank transfer (automatic),76.4,3966.3,2.547
No,0,Yes,No,45,DSL,Yes,Yes,Yes,No,One year,Bank transfer (automatic),78.8,3597.5,2.627
No,0,Yes,Yes,61,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,59.8,3641.5,1.993
Yes,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Mailed check,20.2,20.2,0.673
No,0,Yes,No,33,DSL,No,Yes,No,Yes,One year,Credit card (automatic),53.75,1857.3,1.792
Yes,0,No,No,2,DSL,No,No,No,No,Month-to-month,Credit card (automatic),46.0,84.5,1.533
Yes,0,Yes,No,8,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.15,156.25,0.672
No,0,Yes,Yes,26,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.65,494.9,0.655
No,0,No,No,23,Fiber optic,Yes,No,No,No,Month-to-month,Bank transfer (automatic),75.0,1778.5,2.5
Yes,0,No,No,1,DSL,No,Yes,No,Yes,Month-to-month,Mailed check,44.65,44.65,1.488
Yes,0,No,No,2,Fiber optic,No,No,No,No,Month-to-month,Electronic check,95.15,196.9,3.172
No,1,Yes,No,13,Fiber optic,Yes,Yes,No,No,Month-to-month,Credit card (automatic),93.8,1261.0,3.127
Yes,0,Yes,Yes,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),20.15,20.15,0.672
No,0,Yes,No,4,DSL,Yes,No,No,No,Month-to-month,Electronic check,29.05,129.6,0.968
No,0,No,No,1,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Credit card (automatic),19.75,19.75,0.658
Yes,0,No,No,22,DSL,Yes,Yes,No,No,Month-to-month,Electronic check,59.0,1254.7,1.967
Yes,0,No,Yes,2,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Electronic check,19.6,35.85,0.653
Yes,0,No,No,1,DSL,No,No,No,No,Month-to-month,Electronic check,35.9,35.9,1.197
No,0,No,No,21,Fiber optic,No,No,No,No,Month-to-month,Electronic check,68.65,1493.2,2.288
No,1,Yes,No,45,Fiber optic,No,Yes,Yes,Yes,One year,Bank transfer (automatic),98.7,4525.8,3.29
No,0,No,No,12,Fiber optic,No,No,No,No,Month-to-month,Electronic check,86.55,1066.9,2.885
No,0,Yes,Yes,72,DSL,Yes,Yes,Yes,No,Two year,Credit card (automatic),64.45,4720.0,2.148
No,0,Yes,Yes,63,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),74.5,4674.55,2.483
Yes,0,Yes,No,15,Fiber optic,No,No,Yes,No,Month-to-month,Electronic check,84.3,1308.4,2.81
No,0,Yes,No,43,DSL,Yes,No,Yes,No,One year,Electronic check,80.2,3581.6,2.673
No,1,Yes,No,60,Fiber optic,Yes,Yes,Yes,Yes,Two year,Bank transfer (automatic),110.0,6668.35,3.667
No,0,Yes,No,31,DSL,No,No,No,No,Month-to-month,Credit card (automatic),59.05,1882.8,1.968
No,0,Yes,Yes,53,No,No internet service,No internet service,No internet service,No internet service,One year,Bank transfer (automatic),19.55,1007.9,0.652
No,1,No,No,67,DSL,No,Yes,No,No,Month-to-month,Electronic check,54.9,3725.5,1.83
No,0,No,No,72,DSL,Yes,Yes,Yes,Yes,Two year,Credit card (automatic),88.55,6362.35,2.952
No,0,No,Yes,4,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Bank transfer (automatic),20.05,85.5,0.668
No,0,No,Yes,51,DSL,Yes,No,Yes,Yes,One year,Bank transfer (automatic),60.15,3077.0,2.005
No,0,No,No,15,DSL,No,No,No,No,Month-to-month,Mailed check,48.8,720.1,1.627
No,0,Yes,Yes,69,No,No internet service,No internet service,No internet service,No internet service,Two year,Credit card (automatic),19.8,1436.95,0.66
No,0,No,No,4,DSL,No,No,No,No,Month-to-month,Mailed check,44.55,220.75,1.485
